Title: Forecast for CyberSpace,,,,,,,,,,,,,
3/14/2024 15:00,243,12.5,3.1,5.2,9,226,3,9,227,0.6,15,216,10
3/14/2024 16:00,244,12,3.1,5.2,10,227,3,9,227,0.7,14,222,10
3/14/2024 17:00,245,11.6,3,5.1,10,229,2.9,9,229,0.8,13,230,10
3/14/2024 18:00,247,11.1,3,5.1,10,231,2.9,9,230,0.9,12,237,10
3/14/2024 19:00,248,11,3,5,10,231,2.8,10,230,0.9,12,237,10
3/14/2024 20:00,249,11,3,5,10,233,2.8,10,232,1,12,237,10
3/14/2024 21:00,251,10.9,2.9,5,10,234,2.7,10,233,1.1,11,238,10
3/14/2024 22:00,252,10.6,2.9,4.9,10,234,2.6,9,233,1.2,11,237,10
3/14/2024 23:00,253,10.3,2.8,4.8,10,235,2.5,9,235,1.3,11,236,10
3/15/2024 0:00,255,10,2.8,4.7,10,236,2.4,9,236,1.5,10,236,10
3/15/2024 1:00,248,9.6,2.7,4.6,10,235,2.2,8,234,1.5,10,236,10
3/15/2024 2:00,241,9.2,2.6,4.5,10,235,2.1,8,233,1.6,10,237,10
3/15/2024 3:00,235,8.8,2.6,4.4,11,235,2,8,232,1.6,11,238,10
3/15/2024 4:00,219,8.3,2.5,4.2,10,234,1.8,7,226,1.7,10,238,10
3/15/2024 5:00,202,7.9,2.4,4.1,10,234,1.6,7,220,1.8,10,239,10
3/15/2024 6:00,187,7.4,2.3,4,10,234,1.4,6,215,1.9,10,240,10
3/15/2024 7:00,189,7.2,2.3,3.9,10,232,1.3,6,218,1.9,10,240,10
3/15/2024 8:00,192,6.9,2.3,3.9,10,230,1.2,6,222,2,10,240,10
3/15/2024 9:00,195,6.7,2.3,3.9,10,229,1.1,6,226,2,10,241,10
3/15/2024 10:00,196,7.1,2.3,3.9,10,227,1.2,6,227,1.9,10,241,10
3/15/2024 11:00,197,7.6,2.3,3.9,10,225,1.3,7,229,1.8,10,243,10
3/15/2024 12:00,199,8.1,2.3,3.8,10,224,1.4,7,231,1.7,10,244,10
3/15/2024 13:00,199,8.6,2.3,3.9,10,223,1.6,8,231,1.6,12,246,10
3/15/2024 14:00,199,9.2,2.3,3.9,10,223,1.7,8,233,1.5,15,248,10
3/15/2024 15:00,200,9.8,2.3,4,9,223,1.8,9,234,1.5,17,251,10
3/15/2024 16:00,201,8.8,2.3,3.9,9,223,1.6,8,233,1.6,15,248,10
3/15/2024 17:00,202,7.9,2.3,3.8,9,224,1.4,7,231,1.7,14,246,10
3/15/2024 18:00,204,6.9,2.2,3.8,9,225,1.1,6,231,1.9,13,244,10
3/15/2024 19:00,205,6.8,2.2,3.8,9,225,1.1,6,230,1.9,12,242,10
3/15/2024 20:00,208,6.7,2.2,3.8,9,227,1.1,6,228,1.9,11,239,10
3/15/2024 21:00,210,6.6,2.3,3.8,9,228,1.1,6,228,2,10,238,10
3/15/2024 22:00,210,6.6,2.2,3.8,10,228,1.1,6,229,1.9,10,239,10
3/15/2024 23:00,210,6.5,2.2,3.8,11,228,1.1,6,230,1.9,11,241,10
3/16/2024 0:00,211,6.5,2.2,3.7,12,228,1.1,6,232,1.9,12,243,10
3/16/2024 1:00,211,6.4,2.2,3.7,13,228,1,6,232,1.9,13,244,10
3/16/2024 2:00,211,6.4,2.1,3.6,14,228,1,5,234,1.9,14,247,10
3/16/2024 3:00,212,6.3,2.1,3.6,15,229,1,5,235,1.9,15,249,10
3/16/2024 4:00,213,6.5,2.1,3.6,15,229,1,6,234,1.9,15,248,10
3/16/2024 5:00,216,6.6,2.1,3.6,15,229,1.1,6,234,1.9,15,248,10
3/16/2024 6:00,218,6.7,2.2,3.7,15,230,1.1,6,234,1.9,15,248,10
3/16/2024 7:00,219,6.9,2.2,3.7,16,230,1.2,6,233,1.8,16,248,10
3/16/2024 8:00,221,7.2,2.2,3.7,16,231,1.2,6,233,1.8,16,248,10
3/16/2024 9:00,223,7.4,2.2,3.8,16,232,1.2,6,233,1.8,16,248,10
3/16/2024 10:00,223,7.5,2.2,3.8,16,232,1.3,6,233,1.8,16,248,10
3/16/2024 11:00,225,7.6,2.3,3.9,16,233,1.3,6,235,1.8,16,248,10
3/16/2024 12:00,226,7.8,2.3,3.9,15,234,1.4,6,236,1.9,15,248,10
3/16/2024 13:00,226,7.9,2.4,4,15,234,1.4,6,236,1.9,15,247,10
3/16/2024 14:00,228,8,2.4,4.1,15,236,1.5,7,237,1.9,15,247,10
3/16/2024 15:00,229,8.1,2.4,4.1,15,237,1.6,7,238,1.9,15,247,10
3/16/2024 16:00,229,9.5,2.8,4.8,15,237,2.1,8,239,1.9,15,247,10
3/16/2024 17:00,231,10.9,3.2,5.4,14,237,2.6,9,240,1.8,15,247,10
3/16/2024 18:00,232,12.3,3.6,6.1,14,238,3.1,10,242,1.8,14,247,11
3/16/2024 19:00,232,12.3,3.6,6.2,14,238,3.1,10,243,1.8,14,247,11
3/16/2024 20:00,234,12.4,3.7,6.3,14,239,3.2,11,244,1.8,14,247,11
3/16/2024 21:00,235,12.4,3.7,6.4,14,240,3.3,11,246,1.8,14,247,11
3/16/2024 22:00,236,12.1,3.7,6.2,14,240,3.2,11,246,1.8,14,247,10
3/16/2024 23:00,238,11.7,3.6,6.1,13,240,3.1,11,246,1.9,14,247,10
3/17/2024 0:00,240,11.4,3.5,6,13,241,2.9,10,246,2,13,247,10
3/17/2024 1:00,241,11.1,3.5,5.9,13,241,2.8,10,245,2,13,247,10
3/17/2024 2:00,244,10.7,3.4,5.8,13,242,2.7,10,245,2.1,13,247,10
3/17/2024 3:00,246,10.4,3.4,5.7,13,243,2.6,10,245,2.2,13,247,10
3/17/2024 4:00,242,9.9,3.2,5.5,13,242,2.4,9,243,2.2,13,247,10
3/17/2024 5:00,239,9.3,3.1,5.3,13,242,2.2,9,240,2.2,13,247,10
3/17/2024 6:00,236,8.8,3,5.1,13,242,2,8,239,2.2,13,247,10
3/17/2024 7:00,231,8.4,2.9,4.9,13,242,1.8,8,237,2.2,13,247,10
3/17/2024 8:00,227,7.9,2.8,4.7,12,242,1.6,7,235,2.3,12,247,10
3/17/2024 9:00,223,7.5,2.7,4.5,12,242,1.4,7,234,2.3,12,247,10
